id,recommendation_name,category,sub_category,provider_scope,source_provider,recommendation_type,priority,end_user_value,implementation_complexity,primary_metrics,baseline_thresholds,lookback_window,native_or_saas_data_source,third_party_saas_options,product_catalog_dependency,compatibility_group,onboarding_to_engine,basic_engine_support,notes_and_guardrails
BR-0337,"Simple reservation coverage gap (SaaS, standard)",Pricing,Commitments,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%,30d,SaaS REST APIs; exports; webhooks; collectors,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; baseline threshold as listed
BR-0338,"Simple reservation coverage gap (SaaS, strict)",Pricing,Commitments,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%; strict mode adds 20% safety headroom,30d,SaaS REST APIs; exports; webhooks; collectors,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0339,"Simple reservation coverage gap (FinOps, standard)",Pricing,Commitments,FinOps,FinOps Basic Provider Registry + Signal Catalog,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; baseline threshold as listed
BR-0340,"Simple reservation coverage gap (FinOps, strict)",Pricing,Commitments,FinOps,FinOps Basic Provider Registry + Signal Catalog,CommitmentReview,P0,Very High,Medium,on_demand_hours;coverage_pct;usage_stability_pct,coverage<70% AND stability>80%; strict mode adds 20% safety headroom,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Cloudability;CloudHealth,reserved vs on-demand rates,pricing.commitment.same-provider-region-family-and-os,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Basic flags/routes; portfolio optimizer is Advanced; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0341,"Reservation underutilization (AWS, standard)",Pricing,Commitments,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; baseline threshold as listed
BR-0342,"Reservation underutilization (AWS, strict)",Pricing,Commitments,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo; strict mode adds 20% safety headroom,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0343,"Reservation underutilization (Azure, standard)",Pricing,Commitments,Azure,Azure Advisor / Azure Monitor / Cost Management,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; baseline threshold as listed
BR-0344,"Reservation underutilization (Azure, strict)",Pricing,Commitments,Azure,Azure Advisor / Azure Monitor / Cost Management,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo; strict mode adds 20% safety headroom,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0345,"Reservation underutilization (GCP, standard)",Pricing,Commitments,GCP,Google Cloud Recommender / Monitoring / Billing Export,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; baseline threshold as listed
BR-0346,"Reservation underutilization (GCP, strict)",Pricing,Commitments,GCP,Google Cloud Recommender / Monitoring / Billing Export,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo; strict mode adds 20% safety headroom,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0347,"Reservation underutilization (SaaS, standard)",Pricing,Commitments,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo,30d,SaaS REST APIs; exports; webhooks; collectors,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; baseline threshold as listed
BR-0348,"Reservation underutilization (SaaS, strict)",Pricing,Commitments,SaaS,CloudHealth / Cloudability / Densify / Datadog / Kubecost / Spot.io / Flexera,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo; strict mode adds 20% safety headroom,30d,SaaS REST APIs; exports; webhooks; collectors,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,API token + account/cluster/resource mapping to FinOps Signal Catalog,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0349,"Reservation underutilization (FinOps, standard)",Pricing,Commitments,FinOps,FinOps Basic Provider Registry + Signal Catalog,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; baseline threshold as listed
BR-0350,"Reservation underutilization (FinOps, strict)",Pricing,Commitments,FinOps,FinOps Basic Provider Registry + Signal Catalog,CommitmentReview,P1,High,Medium,ri_utilization_pct;unused_commitment_cost;expiry_days,utilization<80% AND unused_cost>$100/mo; strict mode adds 20% safety headroom,30d,Canonical Signal Catalog query; Product Catalog rate_delta; Reconciler outcomes,Cloudability;CloudHealth,commitment hourly rate,pricing.commitment.same-provider-region-family-and-os,Manifest-driven integration + health probe + signal binding + backtest,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Exchange/sell/modify where available; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0351,"On-demand workload spot candidate (AWS, standard)",Pricing,Spot,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SpotReview,P1,High,Medium,interruptible_tag;checkpoint_present;on_demand_cost,interruptible=true;checkpoint=true;cost>$500/mo,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Spot.io;CAST AI,spot vs on-demand rates,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Obvious tag-based candidates only; baseline threshold as listed
BR-0352,"On-demand workload spot candidate (AWS, strict)",Pricing,Spot,AWS,AWS Compute Optimizer / Cost Optimization Hub / Trusted Advisor,SpotReview,P1,High,Medium,interruptible_tag;checkpoint_present;on_demand_cost,interruptible=true;checkpoint=true;cost>$500/mo; strict mode adds 20% safety headroom,30d,CloudWatch; Compute Optimizer; Cost Explorer; CUR; Pricing API,Spot.io;CAST AI,spot vs on-demand rates,compute.vm.same-architecture-family,IAM cross-account role + CUR + CloudWatch/ComputeOptimizer read,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Obvious tag-based candidates only; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0353,"On-demand workload spot candidate (Azure, standard)",Pricing,Spot,Azure,Azure Advisor / Azure Monitor / Cost Management,SpotReview,P1,High,Medium,interruptible_tag;checkpoint_present;on_demand_cost,interruptible=true;checkpoint=true;cost>$500/mo,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Spot.io;CAST AI,spot vs on-demand rates,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Obvious tag-based candidates only; baseline threshold as listed
BR-0354,"On-demand workload spot candidate (Azure, strict)",Pricing,Spot,Azure,Azure Advisor / Azure Monitor / Cost Management,SpotReview,P1,High,Medium,interruptible_tag;checkpoint_present;on_demand_cost,interruptible=true;checkpoint=true;cost>$500/mo; strict mode adds 20% safety headroom,30d,Advisor API; Azure Monitor; Resource Graph; Cost Export; Retail Prices API,Spot.io;CAST AI,spot vs on-demand rates,compute.vm.same-architecture-family,App Registration SPN + Reader/Monitoring Reader/Cost Reader/Advisor Reader,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Obvious tag-based candidates only; prod-safe threshold: require +20% stronger evidence and owner approval
BR-0355,"On-demand workload spot candidate (GCP, standard)",Pricing,Spot,GCP,Google Cloud Recommender / Monitoring / Billing Export,SpotReview,P1,High,Medium,interruptible_tag;checkpoint_present;on_demand_cost,interruptible=true;checkpoint=true;cost>$500/mo,30d,Recommender API; Cloud Monitoring; Cloud Asset Inventory; BigQuery Billing Export; Cloud Billing Catalog,Spot.io;CAST AI,spot vs on-demand rates,compute.vm.same-architecture-family,Service account or WIF + recommender/monitoring/asset/billing export access,Supported if listed metrics are available in Signal Catalog; native advisor rows can be imported as normalized Findings,Obvious tag-based candidates only; baseline threshold as listed
